Pattern,Board ID,Sensor,Status,Time to Failure (ms),Current,Location,Date,Solution,Voltage,Notes,CV_Post,CF_Post,Tags,CV_Baseline,CF_Baseline,pH,Image_PRISTINE,Image_EXPOSED,Dendrite Score,R_PRISTINE,G_PRISTINE,B_PRISTINE,R_EXPOSED,G_EXPOSED,B_EXPOSED,Brightness Pristine,Brightness Exposed,Brightness Difference
1.0,03_01_0221,U2,Measure/Scanned,89168.0,0.0061,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0221_U2_20250117_CV_1.csv,03_01_0221_U2_20250117_CF_1.csv,,03_01_0221_U2_20231121_CV_0.csv,03_01_0221_U2_20231121_CF_0.csv,,03_01_0246_000_U2.jpg,03_01_0221_001_U2.jpg,24.11813171509939,169.06813308834222,106.84261523615646,33.47536385147193,170.22691652779332,114.19944652292394,56.41481745842117,103.12870405865687,113.61372683637948,-10.48502277772262
1.0,03_01_0221,U3,Measure/Scanned,88804.0,0.0105,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0221_U3_20250117_CV_1.csv,03_01_0221_U3_20250117_CF_1.csv,,03_01_0221_U3_20231121_CV_0.csv,03_01_0221_U3_20231121_CF_0.csv,,03_01_0246_000_U3.jpg,03_01_0221_001_U3.jpg,20.272175155776015,170.62076942578273,108.23621498288756,36.078474246841594,171.01698705535588,114.57421000751656,55.33032912382048,104.97848621850397,113.64050872889764,-8.662022510393669
1.0,03_01_0221,U4,Measure/Scanned,88854.0,0.0071,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0221_U4_20250117_CV_1.csv,03_01_0221_U4_20250117_CF_1.csv,,03_01_0221_U4_20231121_CV_0.csv,03_01_0221_U4_20231121_CF_0.csv,,03_01_0246_000_U4.jpg,03_01_0221_001_U4.jpg,19.73013717008365,171.2602970642605,108.73311012578047,36.26561526429412,172.9695703108137,115.87990571332095,54.576268189540826,105.41967415144502,114.47524807122517,-9.055573919780144
1.0,03_01_0221,U1,Measure/Scanned,99289.0,0.0082,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0221_U1_20250117_CV_1.csv,03_01_0221_U1_20250117_CF_1.csv,,03_01_0221_U1_20231121_CV_0.csv,03_01_0221_U1_20231121_CF_0.csv,,03_01_0246_000_U1.jpg,03_01_0221_001_U1.jpg,20.23393852949075,170.6631897179398,108.07531630208828,33.75239534859181,170.3639775911716,113.45839661551416,53.25483588452505,104.16363378953996,112.3590700304036,-8.195436240863643
1.0,03_01_0226,U2,Measure/Scanned,77114.0,0.0083,CREOL-A112,1/14/2025,DI Water,3.0,,,,,03_01_0226_U2_20231121_CV_0.csv,03_01_0226_U2_20231121_CF_0.csv,,03_01_0246_000_U2.jpg,03_01_0226_001_U2.jpg,30.0248752736916,169.06813308834222,106.84261523615646,33.47536385147193,172.8806377273943,118.9526794053561,60.683897244431776,103.12870405865687,117.50573812572738,-14.377034067070511
1.0,03_01_0226,U3,Measure/Scanned,65295.0,0.0095,CREOL-A112,1/14/2025,DI Water,3.0,,,,,03_01_0226_U3_20231121_CV_0.csv,03_01_0226_U3_20231121_CF_0.csv,,03_01_0246_000_U3.jpg,03_01_0226_001_U3.jpg,24.874782869676846,170.62076942578273,108.23621498288756,36.078474246841594,172.7788672561674,118.2292549681059,58.75525947803971,104.97848621850397,116.58779390077099,-11.609307682267016
1.0,03_01_0226,U4,Measure/Scanned,77087.0,0.0051,CREOL-A112,1/14/2025,DI Water,3.0,,,,,03_01_0226_U4_20231121_CV_0.csv,03_01_0226_U4_20231121_CF_0.csv,,03_01_0246_000_U4.jpg,03_01_0226_001_U4.jpg,26.09663333335224,171.2602970642605,108.73311012578047,36.26561526429412,174.3318047506673,119.50345244433531,59.836780662061834,105.41967415144502,117.89067928568814,-12.471005134243114
1.0,03_01_0226,U1,Measure/Scanned,77056.0,0.011,CREOL-A112,1/14/2025,DI Water,3.0,,,,,03_01_0226_U1_20231121_CV_0.csv,03_01_0226_U1_20231121_CF_0.csv,,03_01_0246_000_U1.jpg,03_01_0226_001_U1.jpg,27.624208538233887,170.6631897179398,108.07531630208828,33.75239534859181,171.90052895584526,118.48224968257831,59.31137863408687,104.16363378953996,116.56471909083682,-12.40108530129686
1.0,03_01_0231,U2,Measure/Scanned,65362.0,0.0073,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0231_U2_20250117_CV_1.csv,03_01_0231_U2_20250117_CF_1.csv,,03_01_0231_U2_20231121_CV_0.csv,03_01_0231_U2_20231121_CF_0.csv,,03_01_0246_000_U2.jpg,03_01_0231_001_U2.jpg,26.97310827280468,169.06813308834222,106.84261523615646,33.47536385147193,173.50454263042337,117.94274002333806,57.654984815837196,103.12870405865687,116.3674224898662,-13.238718431209335
1.0,03_01_0231,U3,Measure/Scanned,65314.0,0.0084,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0231_U3_20250117_CV_1.csv,03_01_0231_U3_20250117_CF_1.csv,,03_01_0231_U3_20231121_CV_0.csv,03_01_0231_U3_20231121_CF_0.csv,,03_01_0246_000_U3.jpg,03_01_0231_001_U3.jpg,25.010364827979515,170.62076942578273,108.23621498288756,36.078474246841594,175.32202568335381,119.69857030770116,57.804747485411546,104.97848621850397,117.60844782548884,-12.629961606984864
1.0,03_01_0231,U4,Measure/Scanned,65247.0,0.0055,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0231_U4_20250117_CV_1.csv,03_01_0231_U4_20250117_CF_1.csv,,03_01_0231_U4_20231121_CV_0.csv,03_01_0231_U4_20231121_CF_0.csv,,03_01_0246_000_U4.jpg,03_01_0231_001_U4.jpg,24.0864874467883,171.2602970642605,108.73311012578047,36.26561526429412,175.7438143075047,119.28838222340349,57.44681404054291,105.41967415144502,117.49300352381704,-12.073329372372015
1.0,03_01_0231,U1,Measure/Scanned,65380.0,0.0145,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0231_U1_20250117_CV_1.csv,03_01_0231_U1_20250117_CF_1.csv,,03_01_0231_U1_20231121_CV_0.csv,03_01_0231_U1_20231121_CF_0.csv,,03_01_0246_000_U1.jpg,03_01_0231_001_U1.jpg,24.173555946525425,170.6631897179398,108.07531630208828,33.75239534859181,172.96857661118224,116.47271276621252,56.30299913200689,104.16363378953996,115.24809616980055,-11.08446238026059
1.0,03_01_0236,U1,Not started,,,,,,,,,,,03_01_0236_U1_20231121_CV_0.csv,03_01_0236_U1_20231121_CF_0.csv,,03_01_0246_000_U1.jpg,,,,,,,,,,,
1.0,03_01_0236,U2,Not started,,,,,,,,,,,03_01_0236_U2_20231121_CV_0.csv,03_01_0236_U2_20231121_CF_0.csv,,03_01_0246_000_U2.jpg,,,,,,,,,,,
1.0,03_01_0236,U3,Not started,,,,,,,,,,,03_01_0236_U3_20231121_CV_0.csv,03_01_0236_U3_20231121_CF_0.csv,,03_01_0246_000_U3.jpg,,,,,,,,,,,
1.0,03_01_0236,U4,Not started,,,,,,,,,,,03_01_0236_U4_20231121_CV_0.csv,03_01_0236_U4_20231121_CF_0.csv,,03_01_0246_000_U4.jpg,,,,,,,,,,,
1.0,03_01_0241,U2,Measure/Scanned,77055.0,0.0124,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0241_U2_20250117_CV_1.csv,03_01_0241_U2_20250117_CF_1.csv,,03_01_0241_U2_20231121_CV_0.csv,03_01_0241_U2_20231121_CF_0.csv,,03_01_0246_000_U2.jpg,03_01_0241_001_U2.jpg,23.41128719015386,169.06813308834222,106.84261523615646,33.47536385147193,169.9344872778224,115.08281524607887,55.37141148831058,103.12870405865687,113.46290467073727,-10.334200612080409
1.0,03_01_0241,U3,Measure/Scanned,65318.0,0.0117,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0241_U3_20250117_CV_1.csv,03_01_0241_U3_20250117_CF_1.csv,,03_01_0241_U3_20231121_CV_0.csv,03_01_0241_U3_20231121_CF_0.csv,,03_01_0246_000_U3.jpg,03_01_0241_001_U3.jpg,21.8407704347563,170.62076942578273,108.23621498288756,36.078474246841594,172.56665279386218,117.06648149488515,55.959600583864116,104.97848621850397,115.19757829087048,-10.219092072366507
1.0,03_01_0241,U4,Measure/Scanned,65270.0,0.0089,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0241_U4_20250117_CV_1.csv,03_01_0241_U4_20250117_CF_1.csv,,03_01_0241_U4_20231121_CV_0.csv,03_01_0241_U4_20231121_CF_0.csv,,03_01_0246_000_U4.jpg,03_01_0241_001_U4.jpg,23.642401093062972,171.2602970642605,108.73311012578047,36.26561526429412,174.6038704425259,119.2809471700228,57.15883857228395,105.41967415144502,117.0145520616109,-11.594877910165877
1.0,03_01_0241,U1,Measure/Scanned,65293.0,0.0138,CREOL-A112,1/14/2025,DI Water,3.0,,03_01_0241_U1_20250117_CV_1.csv,03_01_0241_U1_20250117_CF_1.csv,,03_01_0241_U1_20231121_CV_0.csv,03_01_0241_U1_20231121_CF_0.csv,,03_01_0246_000_U1.jpg,03_01_0241_001_U1.jpg,23.973950201524083,170.6631897179398,108.07531630208828,33.75239534859181,172.38040864551402,117.95244183628259,55.529535624617594,104.16363378953996,115.28746203547142,-11.123828245931463
1.0,03_01_0246,U1,Not started,,,,,,,,,,,03_01_0246_U1_20231121_CV_0.csv,03_01_0246_U1_20231121_CF_0.csv,,03_01_0246_000_U1.jpg,,,,,,,,,,,
1.0,03_01_0246,U2,Not started,,,,,,,,,,,03_01_0246_U2_20231121_CV_0.csv,03_01_0246_U2_20231121_CF_0.csv,,03_01_0246_000_U2.jpg,,,,,,,,,,,
1.0,03_01_0246,U3,Not started,,,,,,,,,,,03_01_0246_U3_20231121_CV_0.csv,03_01_0246_U3_20231121_CF_0.csv,,03_01_0246_000_U3.jpg,,,,,,,,,,,
1.0,03_01_0246,U4,Not started,,,,,,,,,,,03_01_0246_U4_20231121_CV_0.csv,03_01_0246_U4_20231121_CF_0.csv,,03_01_0246_000_U4.jpg,,,,,,,,,,,
4.0,03_04_0001,U1,Measure/Scanned,28671.0,,CREOL-A112,9/27/2024,DI Water,,,03_04_0001_U1_20241001_CV_1.csv,03_04_0001_U1_20241001_CF_1.csv,,03_04_0001_U1_20231121_CV_0.csv,03_04_0001_U1_20231121_CF_0.csv,,03_04_0246_000_U1.jpg,03_04_0001_001_U1.jpg,18.81668050906436,98.13078011953445,109.50593478032924,71.4404477298941,114.98813929948,111.76299669751263,79.49045259700496,93.02572087658594,102.08052953133252,-9.05480865474658
4.0,03_04_0001,U2,Measure/Scanned,28587.0,,CREOL-A112,9/27/2024,DI Water,,,03_04_0001_U2_20241001_CV_1.csv,03_04_0001_U2_20241001_CF_1.csv,,03_04_0001_U2_20231121_CV_0.csv,03_04_0001_U2_20231121_CF_0.csv,,03_04_0246_000_U2.jpg,03_04_0001_001_U2.jpg,20.057773359664154,99.22055017250723,108.54417639360732,71.32734603233354,116.99005089496089,110.93404592312356,80.3188775956581,93.03069086614937,102.74765813791419,-9.716967271764815
4.0,03_04_0001,U3,Measure/Scanned,33640.0,,CREOL-A112,9/27/2024,DI Water,,,03_04_0001_U3_20241001_CV_1.csv,03_04_0001_U3_20241001_CF_1.csv,,03_04_0001_U3_20231121_CV_0.csv,03_04_0001_U3_20231121_CF_0.csv,,03_04_0246_000_U3.jpg,03_04_0001_001_U3.jpg,12.272494698626085,104.45701226321779,111.43951085395815,74.53809787175206,115.64475886783285,111.70222485422741,79.57589832361516,96.81154032964268,102.30762734855847,-5.496087018915787
4.0,03_04_0001,U4,Measure/Scanned,69123.0,0.0051,CREOL-A112,9/27/2024,DI Water,,,03_04_0001_U4_20241001_CV_1.csv,03_04_0001_U4_20241001_CF_1.csv,,03_04_0001_U4_20231121_CV_0.csv,03_04_0001_U4_20231121_CF_0.csv,,03_04_0246_000_U4.jpg,03_04_0001_001_U4.jpg,7.605238314625992,103.03431269894455,112.0064997277601,74.8045919542637,109.86276998990155,110.6827238768468,77.88021194775608,96.61513479365611,99.47523527150149,-2.8601004778453785
4.0,03_04_0006,U1,Measure/Scanned,41653.0,0.0062,CREOL-A112,10/2/2024,DI Water,5.0,,,,,03_04_0006_U1_20231121_CV_0.csv,03_04_0006_U1_20231121_CF_0.csv,,03_04_0246_000_U1.jpg,03_04_0006_001_U1.jpg,13.802366607139827,98.13078011953445,109.50593478032924,71.4404477298941,110.26834760367498,110.99464914996562,77.8411124650182,93.02572087658594,99.70136973955293,-6.675648862966995
4.0,03_04_0006,U2,Measure/Scanned,46230.0,0.0056,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0006_U2_20241015_CV_1.csv,03_04_0006_U2_20241015_CF_1.csv,,03_04_0006_U2_20231121_CV_0.csv,03_04_0006_U2_20231121_CF_0.csv,,03_04_0246_000_U2.jpg,03_04_0006_001_U2.jpg,5.900383888689161,99.22055017250723,108.54417639360732,71.32734603233354,103.12691820220337,110.4572353027201,75.31420249585649,93.03069086614937,96.29945200025998,-3.268761134110605
4.0,03_04_0006,U3,Measure/Scanned,41512.0,0.0057,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0006_U3_20241015_CV_1.csv,03_04_0006_U3_20241015_CF_1.csv,,03_04_0006_U3_20231121_CV_0.csv,03_04_0006_U3_20231121_CF_0.csv,,03_04_0246_000_U3.jpg,03_04_0006_001_U3.jpg,1.9254548426464968,104.45701226321779,111.43951085395815,74.53809787175206,105.5195263887664,111.12322453969094,76.11239233324514,96.81154032964268,97.58504775390082,-0.7735074242581419
4.0,03_04_0006,U4,Measure/Scanned,36397.0,0.0058,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0006_U4_20241015_CV_1.csv,03_04_0006_U4_20241015_CF_1.csv,,03_04_0006_U4_20231121_CV_0.csv,03_04_0006_U4_20231121_CF_0.csv,,03_04_0246_000_U4.jpg,03_04_0006_001_U4.jpg,9.09109820581296,103.03431269894455,112.0064997277601,74.8045919542637,111.33611283416342,111.60291781341652,78.48770242518775,96.61513479365611,100.47557769092258,-3.8604428972664664
4.0,03_04_0011,U1,Failed,62728.0,03_04_0101_U1_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_04_0011_U1_20250416_CV_1.csv,03_04_0011_U1_20250416_CF_1.csv,,03_04_0011_U1_20231121_CV_0.csv,03_04_0011_U1_20231121_CF_0.csv,,03_04_0246_000_U1.jpg,,,,,,,,,,,
4.0,03_04_0011,U2,Failed,54557.0,03_04_0101_U2_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_04_0011_U2_20250416_CV_1.csv,03_04_0011_U2_20250416_CF_1.csv,,03_04_0011_U2_20231121_CV_0.csv,03_04_0011_U2_20231121_CF_0.csv,,03_04_0246_000_U2.jpg,,,,,,,,,,,
4.0,03_04_0011,U3,Failed,46216.0,03_04_0101_U3_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_04_0011_U3_20250416_CV_1.csv,03_04_0011_U3_20250416_CF_1.csv,,03_04_0011_U3_20231121_CV_0.csv,03_04_0011_U3_20231121_CF_0.csv,,03_04_0246_000_U3.jpg,,,,,,,,,,,
4.0,03_04_0011,U4,Failed,48362.0,03_04_0101_U4_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_04_0011_U4_20250416_CV_1.csv,03_04_0011_U4_20250416_CF_1.csv,,03_04_0011_U4_20231121_CV_0.csv,03_04_0011_U4_20231121_CF_0.csv,,03_04_0246_000_U4.jpg,,,,,,,,,,,
4.0,03_04_0016,U2,Measure/Scanned,56831.0,0.0054,CREOL-A112,1/9/2025,Succinic 3.6mM,3.0,"low concentration, low voltage",03_04_0016_U2_20250117_CV_1.csv,03_04_0016_U2_20250117_CF_1.csv,,03_04_0016_U2_20231121_CV_0.csv,03_04_0016_U2_20231121_CF_0.csv,,03_04_0246_000_U2.jpg,03_04_0016_001_U2.jpg,4.814714662299651,99.22055017250723,108.54417639360732,71.32734603233354,99.78555664067221,105.90952201954177,75.3174389259279,93.03069086614937,93.67083919538062,-0.640148329231252
4.0,03_04_0016,U3,Measure/Scanned,38843.0,0.0052,CREOL-A112,1/9/2025,Succinic 3.6mM,3.0,"low concentration, low voltage",03_04_0016_U3_20250117_CV_1.csv,03_04_0016_U3_20250117_CF_1.csv,,03_04_0016_U3_20231121_CV_0.csv,03_04_0016_U3_20231121_CF_0.csv,,03_04_0246_000_U3.jpg,03_04_0016_001_U3.jpg,8.311750809990363,104.45701226321779,111.43951085395815,74.53809787175206,111.38214219864436,109.28557476226901,78.5986811079083,96.81154032964268,99.75546602294055,-2.943925693297871
4.0,03_04_0016,U4,Measure/Scanned,145707.0,0.005,CREOL-A112,1/9/2025,Succinic 3.6mM,3.0,"low concentration, low voltage",03_04_0016_U4_20250117_CV_1.csv,03_04_0016_U4_20250117_CF_1.csv,,03_04_0016_U4_20231121_CV_0.csv,03_04_0016_U4_20231121_CF_0.csv,,03_04_0246_000_U4.jpg,03_04_0016_001_U4.jpg,6.2713254252274275,103.03431269894455,112.0064997277601,74.8045919542637,108.43201165545274,110.05049019490427,77.32815991875196,96.61513479365611,98.60355392303632,-1.9884191293802047
4.0,03_04_0016,U1,Measure/Scanned,39740.0,0.0051,CREOL-A112,1/9/2025,Succinic 3.6mM,3.0,"low concentration, low voltage",03_04_0016_U1_20250117_CV_1.csv,03_04_0016_U1_20250117_CF_1.csv,,03_04_0016_U1_20231121_CV_0.csv,03_04_0016_U1_20231121_CF_0.csv,,03_04_0246_000_U1.jpg,03_04_0016_001_U1.jpg,4.562061665128604,98.13078011953445,109.50593478032924,71.4404477298941,99.49255317871891,107.86299337366754,75.47265857581868,93.02572087658594,94.27606837606838,-1.2503474994824444
4.0,03_04_0021,U1,Not started,,,,,,,,,,,03_04_0021_U1_20231121_CV_0.csv,03_04_0021_U1_20231121_CF_0.csv,,03_04_0246_000_U1.jpg,,,,,,,,,,,
4.0,03_04_0021,U2,Not started,,,,,,,,,,,03_04_0021_U2_20231121_CV_0.csv,03_04_0021_U2_20231121_CF_0.csv,,03_04_0246_000_U2.jpg,,,,,,,,,,,
4.0,03_04_0021,U3,Not started,,,,,,,,,,,03_04_0021_U3_20231121_CV_0.csv,03_04_0021_U3_20231121_CF_0.csv,,03_04_0246_000_U3.jpg,,,,,,,,,,,
4.0,03_04_0021,U4,Not started,,,,,,,,,,,03_04_0021_U4_20231121_CV_0.csv,03_04_0021_U4_20231121_CF_0.csv,,03_04_0246_000_U4.jpg,,,,,,,,,,,
4.0,03_04_0026,U1,Measure/Scanned,44328.0,0.0054,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0026_U1_20241015_CV_1.csv,03_04_0026_U1_20241015_CF_1.csv,,03_04_0026_U1_20231121_CV_0.csv,03_04_0026_U1_20231121_CF_0.csv,,03_04_0246_000_U1.jpg,03_04_0026_001_U1.jpg,6.915013033894223,98.13078011953445,109.50593478032924,71.4404477298941,103.26443162783183,110.225359473164,76.01706826929025,93.02572087658594,96.50228645676202,-3.4765655801760857
4.0,03_04_0026,U2,Measure/Scanned,54237.0,0.0061,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0026_U2_20241015_CV_1.csv,03_04_0026_U2_20241015_CF_1.csv,,03_04_0026_U2_20231121_CV_0.csv,03_04_0026_U2_20231121_CF_0.csv,,03_04_0246_000_U2.jpg,03_04_0026_001_U2.jpg,6.091619048472818,99.22055017250723,108.54417639360732,71.32734603233354,97.46774514636435,111.33521171550778,76.45039385603664,93.03069086614937,95.08445023930294,-2.053759373153568
4.0,03_04_0026,U3,Measure/Scanned,51724.0,0.0052,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0026_U3_20241015_CV_1.csv,03_04_0026_U3_20241015_CF_1.csv,,03_04_0026_U3_20231121_CV_0.csv,03_04_0026_U3_20231121_CF_0.csv,,03_04_0246_000_U3.jpg,03_04_0026_001_U3.jpg,6.136312770371532,104.45701226321779,111.43951085395815,74.53809787175206,98.3958669434736,110.48280417869388,74.57764741375563,96.81154032964268,94.48543951197438,2.326100817668305
4.0,03_04_0026,U4,Measure/Scanned,45126.0,0.0055,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0026_U4_20241015_CV_1.csv,03_04_0026_U4_20241015_CF_1.csv,,03_04_0026_U4_20231121_CV_0.csv,03_04_0026_U4_20231121_CF_0.csv,,03_04_0246_000_U4.jpg,03_04_0026_001_U4.jpg,2.3606226057879938,103.03431269894455,112.0064997277601,74.8045919542637,102.65749181243302,109.67819088727569,74.90217806889127,96.61513479365611,95.74595358953333,0.869181204122782
4.0,03_04_0031,U1,Failed,44974.0,03_04_0031_U1_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,3.84pH,03_04_0031_U1_20250416_CV_1.csv,03_04_0031_U1_20250416_CF_1.csv,,03_04_0031_U1_20231121_CV_0.csv,03_04_0031_U1_20231121_CF_0.csv,3.84,03_04_0246_000_U1.jpg,03_04_0031_001_U1.jpg,8.587956250073713,98.13078011953445,109.50593478032924,71.4404477298941,106.20143848372823,111.15777168636457,73.86715351294833,93.02572087658594,97.07545456101371,-4.049733684427778
4.0,03_04_0031,U2,Failed,55365.0,03_04_0031_U2_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,Scann needs to be reviewed,03_04_0031_U2_20250416_CV_1.csv,03_04_0031_U2_20250416_CF_1.csv,,03_04_0031_U2_20231121_CV_0.csv,03_04_0031_U2_20231121_CF_0.csv,,03_04_0246_000_U2.jpg,03_04_0031_001_U2.jpg,4.056655191145867,99.22055017250723,108.54417639360732,71.32734603233354,100.28251847531862,111.6151319413149,73.75590665288198,93.03069086614937,95.21785235650516,-2.187161490355791
4.0,03_04_0031,U3,Failed,12457.0,03_04_0031_U3_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,,03_04_0031_U3_20250416_CV_1.csv,03_04_0031_U3_20250416_CF_1.csv,,03_04_0031_U3_20231121_CV_0.csv,03_04_0031_U3_20231121_CF_0.csv,,03_04_0246_000_U3.jpg,03_04_0031_001_U3.jpg,9.129089233022102,104.45701226321779,111.43951085395815,74.53809787175206,95.42108102666145,112.71050882990441,74.26100392045387,96.81154032964268,94.13086459233993,2.6806757373027494
4.0,03_04_0031,U4,Failed,46176.0,03_04_0031_U4_20250406_I.CSV,CREOL-A112,4/6/2025,Adipic Acid - 1.24mM,3.0,3.96-end,03_04_0031_U4_20250416_CV_1.csv,03_04_0031_U4_20250416_CF_1.csv,,03_04_0031_U4_20231121_CV_0.csv,03_04_0031_U4_20231121_CF_0.csv,3.84,03_04_0246_000_U4.jpg,03_04_0031_001_U4.jpg,5.104643309147558,103.03431269894455,112.0064997277601,74.8045919542637,98.01818053626201,111.92714616682672,73.86145651728027,96.61513479365611,94.60226107345632,2.012873720199792
4.0,03_04_0036,U1,Failed,16874.0,03_04_0036_U1_20250219_I.csv,CREOL-A112,2/19/2025,Succinic 0.712 mM,3.0,current leak,03_04_0036_U1_20250314_CV_1.csv,03_04_0036_U1_20250314_CF_1.csv,,03_04_0036_U1_20231121_CV_0.csv,03_04_0036_U1_20231121_CF_0.csv,,03_04_0246_000_U1.jpg,03_04_0036_001_U1.jpg,1.599815973223114,98.13078011953445,109.50593478032924,71.4404477298941,99.28183405216677,110.59568186485932,71.22379758770701,93.02572087658594,93.70043783491103,-0.6747169583250923
4.0,03_04_0036,U2,Failed,74835.0,03_04_0036_U2_20250219_I.csv,CREOL-A112,2/19/2025,Succinic 0.712 mM,3.0,,03_04_0036_U2_20250314_CV_1.csv,03_04_0036_U2_20250314_CF_1.csv,,03_04_0036_U2_20231121_CV_0.csv,03_04_0036_U2_20231121_CF_0.csv,,03_04_0246_000_U2.jpg,03_04_0036_001_U2.jpg,13.431742395502264,99.22055017250723,108.54417639360732,71.32734603233354,87.13934499141402,106.1033469118457,65.9889439687547,93.03069086614937,86.41054529067146,6.620145575477906
4.0,03_04_0036,U3,Failed,71187.0,03_04_0036_U3_20250219_I.csv,CREOL-A112,2/19/2025,Succinic 0.712 mM,3.0,,03_04_0036_U3_20250314_CV_1.csv,03_04_0036_U3_20250314_CF_1.csv,,03_04_0036_U3_20231121_CV_0.csv,03_04_0036_U3_20231121_CF_0.csv,,03_04_0246_000_U3.jpg,03_04_0036_001_U3.jpg,14.956406568444022,104.45701226321779,111.43951085395815,74.53809787175206,91.14798588162834,108.00515581139182,68.64156332539767,96.81154032964268,89.26490167280595,7.546638656836734
4.0,03_04_0036,U4,Failed,162098.0,03_04_0036_U4_20250219_I.csv,CREOL-A112,2/19/2025,Succinic 0.712 mM,3.0,,03_04_0036_U4_20250314_CV_1.csv,03_04_0036_U4_20250314_CF_1.csv,,03_04_0036_U4_20231121_CV_0.csv,03_04_0036_U4_20231121_CF_0.csv,,03_04_0246_000_U4.jpg,03_04_0036_001_U4.jpg,20.073711919492,103.03431269894455,112.0064997277601,74.8045919542637,85.33424252524216,106.57562103187551,67.04785406624961,96.61513479365611,86.3192392077891,10.295895585867015
4.0,03_04_0041,U1,Not started,,,,,,,,,,,03_04_0041_U1_20231121_CV_0.csv,03_04_0041_U1_20231121_CF_0.csv,,03_04_0246_000_U1.jpg,,,,,,,,,,,
4.0,03_04_0041,U2,Not started,,,,,,,,,,,03_04_0041_U2_20231121_CV_0.csv,03_04_0041_U2_20231121_CF_0.csv,,03_04_0246_000_U2.jpg,,,,,,,,,,,
4.0,03_04_0041,U3,Not started,,,,,,,,,,,03_04_0041_U3_20231121_CV_0.csv,03_04_0041_U3_20231121_CF_0.csv,,03_04_0246_000_U3.jpg,,,,,,,,,,,
4.0,03_04_0041,U4,Not started,,,,,,,,,,,03_04_0041_U4_20231121_CV_0.csv,03_04_0041_U4_20231121_CF_0.csv,,03_04_0246_000_U4.jpg,,,,,,,,,,,
4.0,03_04_0046,U1,Measure/Scanned,39293.0,0.0057,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0046_U1_20241015_CV_1.csv,03_04_0046_U1_20241015_CF_1.csv,,03_04_0046_U1_20231121_CV_0.csv,03_04_0046_U1_20231121_CF_0.csv,,03_04_0246_000_U1.jpg,03_04_0046_001_U1.jpg,17.819416990378205,98.13078011953445,109.50593478032924,71.4404477298941,114.84788295577131,112.60485308470746,76.77587648327939,93.02572087658594,101.40953750791938,-8.383816631333445
4.0,03_04_0046,U2,Measure/Scanned,31251.0,0.0054,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0046_U2_20241015_CV_1.csv,03_04_0046_U2_20241015_CF_1.csv,,03_04_0046_U2_20231121_CV_0.csv,03_04_0046_U2_20231121_CF_0.csv,,03_04_0246_000_U2.jpg,03_04_0046_001_U2.jpg,17.551060562187836,99.22055017250723,108.54417639360732,71.32734603233354,115.18190613101251,112.83357551739321,77.23292796643096,93.03069086614937,101.74946987161223,-8.718779005462864
4.0,03_04_0046,U3,Measure/Scanned,39036.0,0.0059,CREOL-A112,10/2/2024,DI Water,5.0,,03_04_0046_U3_20241015_CV_1.csv,03_04_0046_U3_20241015_CF_1.csv,,03_04_0046_U3_20231121_CV_0.csv,03_04_0046_U3_20231121_CF_0.csv,,03_04_0246_000_U3.jpg,03_04_0046_001_U3.jpg,10.403791021010253,104.45701226321779,111.43951085395815,74.53809787175206,114.75939985679881,112.44187853934778,75.58449000846188,96.81154032964268,100.92858946820282,-4.117049138560134
